# setname	status	fps_no_present	driver_file	drc	fallback	title
galspnbl	OK	44.0	comad/galspnbl.cpp	-	-	Gals Pinball
onetwo	OK	44.0	dgrm/onetwo.cpp	-	-	One + Two
ssozumo	OK	44.0	technos/ssozumo.cpp	-	mame4all	Syusse Oozumou (Japan)
stagger1	OK	44.0	nmk/nmk16.cpp	-	mame4all	Stagger I (Japan)
darwin	OK	43.9	dataeast/brkthru.cpp	-	mame4all	Darwin 4078 (Japan)
gtg2	OK	43.9	itech/itech8.cpp	-	-	Golden Tee Golf II (Trackball, v2.2)
itazuram	OK	43.9	sigma/sammymdl.cpp	-	-	Itazura Monkey
strnskil	OK	43.9	sunelectronics/markham.cpp	-	-	Strength & Skill
dogfgt	OK	43.8	technos/dogfgt.cpp	-	-	Acrobatic Dog-Fight
pairs	OK	43.8	itech/itech32.cpp	-	-	Pairs (V1.2, 09/30/94)
xybots	OK	43.8	atari/xybots.cpp	-	mame4all	Xybots (rev 2)
mnight	OK	43.7	upl/ninjakd2.cpp	-	mame4all	Mutant Night
turbofrc	OK	43.7	vsystem/pspikes.cpp	-	mame4all	Turbo Force (World, set 1)
cachat	OK	43.6	taito/taito_l.cpp	-	mame4all	Cachat (Japan)
alphaxz	OK	43.5	taito/tsamurai.cpp	-	mame4all	The Alphax Z (Japan)
markham	OK	43.4	sunelectronics/markham.cpp	-	-	Markham
mchampdx	OK	43.4	misc/esd16.cpp	-	-	Multi Champ Deluxe (ver. 0106, 06/01/2000)
pdriftl	OK	43.4	sega/segaybd.cpp	-	-	Power Drift - Link Version (Japan, Rev A)
zombraid	OK	43.4	seta/seta.cpp	-	mame4all	Zombie Raid (9/28/95, US)
blockhl	OK	43.3	konami/blockhl.cpp	-	mame4all	Block Hole
guts	OK	43.3	atari/eprom.cpp	-	mame4all	Guts n' Glory (prototype)
schmeisr	OK	43.3	dataeast/rohga.cpp	-	-	Schmeiser Robo (Japan)
speedatk	OK	43.3	seta/speedatk.cpp	-	-	Speed Attack! (Japan)
taxidriv	OK	43.3	misc/taxidriv.cpp	-	-	Taxi Driver
ultrax	OK	43.3	seta/ssv.cpp	-	-	Ultra X Weapons / Ultra Keibitai
badlands	OK	43.2	atari/badlands.cpp	-	mame4all	Bad Lands
metamrph	OK	43.2	konami/mystwarr.cpp	-	-	Metamorphic Force (ver EAA)
fstarfrc	OK	43.1	tecmo/tecmo16.cpp	-	mame4all	Final Star Force (US)
nmg5	OK	43.1	yunsung/nmg5.cpp	-	-	Multi 5 / New Multi Game 5 (set 1)
speedspn	OK	43.1	tch/speedspn.cpp	-	-	Speed Spin
dblcrown	OK	43.0	excellent/dblcrown.cpp	-	-	Double Crown (v1.0.3)
sadari	OK	42.9	dooyong/dooyong.cpp	-	-	Sadari (Japan, NTC license)
flipjack	OK	42.8	misc/flipjack.cpp	-	-	Flipper Jack
galsnew	OK	42.8	kaneko/expro02.cpp	-	-	Gals Panic (Export, EXPRO-02 PCB)
hotpinbl	OK	42.8	comad/galspnbl.cpp	-	-	Hot Pinball
svolley	OK	42.8	vsystem/rpunch.cpp	-	mame4all	Super Volleyball (Japan)
banbam	OK	42.7	sunelectronics/markham.cpp	-	-	BanBam
deluxe5	OK	42.7	misc/esd16.cpp	-	-	Deluxe 5 (ver. 0107, 07/01/2000, set 1)
mangchi	OK	42.7	nmk/nmk16.cpp	-	mame4all	Mang-Chi
ninjakd2	OK	42.7	upl/ninjakd2.cpp	-	mame4all	Ninja-Kid II / NinjaKun Ashura no Shou (set 1)
riot	OK	42.7	tecmo/tecmo16.cpp	-	mame4all	Riot (NMK)
sandscrp	OK	42.7	kaneko/sandscrp.cpp	-	-	Sand Scorpion
ladymstr	OK	42.6	taito/tsamurai.cpp	-	mame4all	Lady Master of Kung Fu (rev 1)
tetrisp2	OK	42.6	jaleco/tetrisp2.cpp	-	-	Tetris Plus 2 (World, V2.8)
explbrkr	OK	42.5	kaneko/kaneko16.cpp	-	mame4all	Explosive Breaker (World)
hedpanic	OK	42.5	misc/esd16.cpp	-	-	Head Panic (ver. 0117, 17/01/2000)
nitedrvr	OK	42.5	atari/nitedrvr.cpp	-	mame4all	Night Driver
ssingles	OK	42.5	yachiyo/ssingles.cpp	-	-	Swinging Singles (US)
hatris	OK	42.4	vsystem/pipedrm.cpp	-	mame4all	Hatris (US)
pturn	OK	42.4	jaleco/pturn.cpp	-	-	Parallel Turn
kbash2	OK	42.3	toaplan/kbash.cpp	-	mame4all	Knuckle Bash 2 (bootleg of Knuckle Bash)
omega	OK	42.3	misc/freekick.cpp	-	-	Omega
poolshrk	OK	42.3	atari/poolshrk.cpp	-	-	Poolshark
royalqn	OK	42.3	nichibutsu/nightgal.cpp	-	-	Royal Queen (Japan 841010 RQ 0-07)
enigma2	OK	42.2	misc/enigma2.cpp	-	-	Enigma II
pitapat	OK	42.2	f32/crospang.cpp	-	-	Pitapat Puzzle (set 1)
tourtabl	OK	42.2	atari/tourtabl.cpp	-	-	Tournament Table (set 1)
chinsan	OK	42.1	sanritsu/chinsan.cpp	-	-	Ganbare Chinsan Ooshoubu (MC-8123A, 317-5012)
gunpey	OK	42.1	misc/gunpey.cpp	-	-	Gunpey (Japan)
hstennis	OK	42.1	itech/itech8.cpp	-	-	Hot Shots Tennis (v1.1)
qzshowby	OK	42.1	taito/taito_b.cpp	-	mame4all	Quiz Sekai wa SHOW by shobai (Japan)
ppking	OK	42.0	taito/gladiatr.cpp	-	mame4all	Ping-Pong King
thedealr	OK	42.0	seta/thedealr.cpp	-	-	The Dealer (Visco)
xyonix	OK	42.0	misc/xyonix.cpp	-	-	Xyonix
gigasm2	OK	41.9	misc/freekick.cpp	-	-	Gigas Mark II (MC-8123, 317-5002)
hypreact	OK	41.9	seta/ssv.cpp	-	-	Mahjong Hyper Reaction (Japan)
pairlove	OK	41.9	seta/seta.cpp	-	mame4all	Pairs Love
qzkklgy2	OK	41.9	seta/seta.cpp	-	mame4all	Quiz Kokology 2
rocktris	OK	41.9	yunsung/yunsung8.cpp	-	mame4all	Rock Tris
tangtang	OK	41.9	misc/esd16.cpp	-	-	Tang Tang (ver. 0526, 26/05/2000, set 1)
timekill	OK	41.9	itech/itech32.cpp	-	-	Time Killers (v1.32)
cloud9	OK	41.8	atari/cloud9.cpp	-	mame4all	Cloud 9 (prototype)
pairsred	OK	41.8	itech/itech32.cpp	-	-	Pairs Redemption (V1.0, 10/25/94)
superx	OK	41.8	dooyong/dooyong.cpp	-	-	Super-X (NTC)
mystston	OK	41.7	technos/mystston.cpp	-	mame4all	Mysterious Stones: Dr. John's Adventure
discoboy	OK	41.6	misc/discoboy.cpp	-	-	Disco Boy
megazone	OK	41.6	konami/megazone.cpp	-	mame4all	Mega Zone (version L)
re900	OK	41.6	misc/re900.cpp	-	-	Ruleta RE-900
assault	OK	41.5	namco/namcos2.cpp	-	mame4all	Assault (Rev B)
bigprowr	OK	41.5	technos/tagteam.cpp	-	mame4all	The Big Pro Wrestling! (set 1)
firebeas	OK	41.5	atari/cloud9.cpp	-	mame4all	Firebeast (prototype)
karatblz	OK	41.5	vsystem/pspikes.cpp	-	mame4all	Karate Blazers (World, set 1)
rapidfir	OK	41.5	misc/tickee.cpp	-	-	Rapid Fire (v1.1, Build 239)
thunderl	OK	41.4	seta/seta.cpp	-	mame4all	Thunder & Lightning (set 1)
tryout	OK	41.4	dataeast/tryout.cpp	-	-	Pro Baseball Skill Tryout (Japan)
yamyam	OK	41.4	dooyong/gundealr.cpp	-	mame4all	Yam! Yam!?
gtg	OK	41.3	itech/itech8.cpp	-	-	Golden Tee Golf (Joystick, v3.3)
mustache	OK	41.3	seibu/mustache.cpp	-	-	Mustache Boy (Japan)
wheelrun	OK	41.3	edevices/fantland.cpp	-	-	Wheels Runner
appoooh	OK	41.1	sanritsu/appoooh.cpp	-	mame4all	Appoooh
bbusters	OK	41.1	snk/bbusters.cpp	-	-	Beast Busters (World)
blstroid	OK	41.1	atari/blstroid.cpp	-	mame4all	Blasteroids (rev 4)
freekick	OK	41.1	misc/freekick.cpp	-	-	Free Kick (NS6201-A 1987.10)
macross2	OK	41.1	nmk/nmk16.cpp	-	mame4all	Super Spacefortress Macross II / Chou-Jikuu Yousai Macross II
suprslam	OK	41.1	vsystem/suprslam.cpp	-	-	From TV Animation Slam Dunk - Super Slams
crash	OK	40.9	exidy/circus.cpp	-	mame4all	Crash (set 1)
galaxygn	OK	40.9	edevices/fantland.cpp	-	-	Galaxy Gunners
pbaction	OK	40.9	tecmo/pbaction.cpp	-	mame4all	Pinball Action (set 1)
pbillrd	OK	40.8	misc/freekick.cpp	-	-	Perfect Billiard
penbros	OK	40.8	seta/seta2.cpp	-	-	Penguin Brothers (Japan)
robowres	OK	40.8	sanritsu/appoooh.cpp	-	mame4all	Robo Wres 2001
stratab	OK	40.8	itech/itech8.cpp	-	-	Strata Bowling (v3)
fieldday	OK	40.7	taito/40love.cpp	-	-	Field Day
gogomile	OK	40.7	fuuki/fuukifg2.cpp	-	-	Susume! Mile Smile / Go Go! Mile Smile (newer)
kamikcab	OK	40.7	dataeast/liberate.cpp	-	-	Kamikaze Cabbie
40love	OK	40.6	taito/40love.cpp	-	-	Forty-Love (World)
butasan	OK	40.6	jaleco/argus.cpp	-	mame4all	Butasan - Pig's & Bomber's (Japan, English)
kingofb	OK	40.6	dataeast/kingofb.cpp	-	mame4all	King of Boxer (World)
arkarea	OK	40.5	upl/ninjakd2.cpp	-	mame4all	Ark Area
draco	OK	40.5	efo/cidelsa.cpp	-	-	Draco
metlfrzr	OK	40.5	seibu/metlfrzr.cpp	-	-	Metal Freezer (Japan)
hotmind	OK	40.4	playmark/playmark.cpp	-	-	Hot Mind (Hard Times hardware, set 1)
nightgal	OK	40.4	nichibutsu/nightgal.cpp	-	-	Night Gal (Japan 840920 AG 1-00)
88games	OK	40.3	konami/88games.cpp	-	mame4all	'88 Games
dbldynj	OK	40.3	seibu/dynduke.cpp	-	mame4all	The Double Dynamites (Japan, 13NOV89)
liberate	OK	40.3	dataeast/liberate.cpp	-	-	Liberation
qwak	OK	40.3	atari/runaway.cpp	-	-	Qwak (prototype)
mechatt	OK	40.2	snk/mechatt.cpp	-	-	Mechanized Attack (World)
cloak	OK	40.1	atari/cloak.cpp	-	mame4all	Cloak & Dagger (rev 5)
palamed	OK	40.1	taito/taito_l.cpp	-	mame4all	Palamedes (US)
popbingo	OK	40.1	dooyong/dooyong.cpp	-	-	Pop Bingo
powerins	OK	40.1	nmk/nmk16.cpp	-	mame4all	Power Instinct (USA)
tdragon2	OK	40.1	nmk/nmk16.cpp	-	mame4all	Thunder Dragon 2 (9th Nov. 1993)
tjsb	OK	40.1	igs/igs017.cpp	-	-	Tian Jiang Shen Bing (China, V137C)
rohga	OK	40.0	dataeast/rohga.cpp	-	-	Rohga: Armor Force (Asia/Europe v5.0)
shadfrce	OK	40.0	technos/shadfrce.cpp	-	-	Shadow Force (World, Version 3)
fortecrd	OK	39.9	misc/fortecar.cpp	-	-	Forte Card (Ver 110, Spanish)
twcup94	OK	39.9	vsystem/gstriker.cpp	-	-	Tecmo World Cup '94 (set 1)
cookbib	OK	39.8	dataeast/tumbleb.cpp	-	-	Cookie & Bibi (set 1)
spaceod	OK	39.8	sega/segag80r.cpp	-	mame4all	Space Odyssey (version 2)
gp98	OK	39.7	igs/igs009.cpp	-	-	Grand Prix '98 (V100K, set 1)
joyfulr	OK	39.7	snk/munchmo.cpp	-	mame4all	Joyful Road (Japan)
manybloc	OK	39.7	nmk/nmk16.cpp	-	mame4all	Many Block
pspikes	OK	39.7	vsystem/pspikes.cpp	-	mame4all	Power Spikes (World)
twcup90	OK	39.7	tecmo/wc90.cpp	-	-	Tecmo World Cup '90 (World set 1)
wfortune	OK	39.7	itech/itech8.cpp	-	-	Wheel Of Fortune (set 1)
bowlrama	OK	39.6	itech/capbowl.cpp	-	mame4all	Bowl-O-Rama (Rev 1.0)
wizdfire	OK	39.6	dataeast/rohga.cpp	-	-	Wizard Fire (Over Sea v2.1)
aerofgt	OK	39.4	vsystem/aerofgt.cpp	-	mame4all	Aero Fighters (World / USA + Canada / Korea / Hong Kong / Taiwan) (newer hardware)
msisaac	OK	39.4	taito/msisaac.cpp	-	-	Metal Soldier Isaac II
carpolo	OK	39.3	exidy/carpolo.cpp	-	-	Car Polo
evilston	OK	39.3	taito/taito_l.cpp	-	mame4all	Evil Stone
madshark	OK	39.3	seta/seta.cpp	-	mame4all	Mad Shark
shootout	OK	39.3	dataeast/shootout.cpp	-	mame4all	Shoot Out (US)
angelkds	OK	39.2	sega/angelkds.cpp	-	-	Angel Kids (Japan)
kyustrkr	OK	39.2	taito/taito_x.cpp	-	mame4all	Last Striker / Kyuukyoku no Striker
multigam	OK	39.2	nintendo/multigam.cpp	-	-	Multi Game (set 1)
number1	OK	39.2	misc/sanremo.cpp	-	-	Number One
grindstm	OK	39.1	toaplan/vfive.cpp	-	mame4all	Grind Stormer
ngtbunny	OK	39.1	nichibutsu/nightgal.cpp	-	-	Night Bunny (Japan 840601 MRN 2-10)
pandoras	OK	39.1	konami/pandoras.cpp	-	mame4all	Pandora's Palace
pzlestar	OK	39.1	msx/sangho.cpp	-	-	Puzzle Star (Sang Ho Soft)
svf	OK	39.0	sega/segas32.cpp	-	-	Super Visual Football: European Sega Cup (Rev A)
bladestl	OK	38.9	konami/bladestl.cpp	-	mame4all	Blades of Steel (version T, Joystick)
cannball	OK	38.9	yunsung/yunsung8.cpp	-	mame4all	Cannon Ball (Yun Sung, horizontal)
devstors	OK	38.9	konami/mainevt.cpp	-	mame4all	Devastators (ver. Z)
sgmt1	OK	38.9	nintendo/multigam.cpp	-	-	Super Game Mega Type 1
ddragon3	OK	38.8	technos/ddragon3.cpp	-	mame4all	Double Dragon 3: The Rosetta Stone (US)
eto	OK	38.8	taito/asuka.cpp	-	-	Kokontouzai Eto Monogatari (Japan)
fuusenpn	OK	38.8	konami/konmedal.cpp	-	-	Fuusen Pentai
stactics	OK	38.8	sega/stactics.cpp	-	mame4all	Space Tactics
twins	OK	38.8	edevices/twins.cpp	-	-	Twins (newer)
keithlcy	OK	38.7	seta/ssv.cpp	-	-	Dramatic Adventure Quiz Keith & Lucy (Japan)
nyny	OK	38.7	sigma/nyny.cpp	-	-	New York! New York!
rockclim	OK	38.7	galaxian/galaxian_rockclim.cpp	-	-	Rock Climber
genius6	OK	38.6	igs/igs017.cpp	-	-	Genius 6 (V110F)
pokrdice	OK	38.6	itech/itech8.cpp	-	-	Poker Dice (v1.7)
selfeena	OK	38.6	taito/taito_b.cpp	-	mame4all	Sel Feena
avalnche	OK	38.5	atari/avalnche.cpp	-	mame4all	Avalanche
pbancho	OK	38.5	fuuki/fuukifg2.cpp	-	-	Gyakuten!! Puzzle Bancho (Japan, set 1)
viofight	OK	38.5	taito/taito_b.cpp	-	mame4all	Violence Fight (World)
gundhara	OK	38.4	seta/seta.cpp	-	mame4all	Gundhara
multigmt	OK	38.4	nintendo/multigam.cpp	-	-	Multi Game (Tung Sheng Electronics)
rockrage	OK	38.4	konami/rockrage.cpp	-	mame4all	Rock'n Rage (World)
spellbnd	OK	38.4	misc/acefruit.cpp	-	-	Spellbound
multigm3	OK	38.3	nintendo/multigam.cpp	-	-	Multi Game III
quickp5	OK	38.3	konami/quickpick5.cpp	-	-	Quick Pick 5
rimrockn	OK	38.3	itech/itech8.cpp	-	-	Rim Rockin' Basketball (v2.2)
taotaido	OK	38.3	vsystem/taotaido.cpp	-	-	Tao Taido (2 button version)
astrowar	OK	38.2	zaccaria/galaxia.cpp	-	-	Astro Wars (set 1)
superbug	OK	38.2	atari/firetrk.cpp	-	mame4all	Super Bug
hangzo	OK	38.1	dataeast/rohga.cpp	-	-	Hangzo (Japan, prototype)
runaway	OK	38.1	atari/runaway.cpp	-	-	Runaway (Atari, prototype)
shuriboy	OK	38.0	konami/konmedal.cpp	-	-	Shuriken Boy
blkheart	OK	37.9	nmk/nmk16.cpp	-	mame4all	Black Heart
empcity	OK	37.9	seibu/stfight.cpp	-	mame4all	Empire City: 1931 (bootleg?)
mariorou	OK	37.9	konami/konmedal.cpp	-	-	Mario Roulette
offtwall	OK	37.9	atari/offtwall.cpp	-	mame4all	Off the Wall (2/3-player upright)
xymg	OK	37.9	igs/igs011.cpp	-	-	Xingyun Manguan (China, V651C, set 1)
daikaiju	OK	37.8	taito/lsasquad.cpp	-	mame4all	Daikaiju no Gyakushu (rev 1)
exctscc2	OK	37.8	alpha/champbas.cpp	-	mame4all	Exciting Soccer II
mmaulers	OK	37.8	konami/mystwarr.cpp	-	-	Monster Maulers (ver EAA)
pastelis	OK	37.8	seta/ssv.cpp	-	-	Pastel Island (Japan, prototype)
littlerb	OK	37.7	tch/littlerb.cpp	-	-	Little Robin
skullxbo	OK	37.7	atari/skullxbo.cpp	-	mame4all	Skull & Crossbones (rev 5)
syvalion	OK	37.7	taito/taito_h.cpp	-	-	Syvalion (Japan)
galgame2	OK	37.6	ces/galgames.cpp	-	-	Galaxy Games + StarPak 2 cartridge
gtmr	OK	37.6	kaneko/kaneko16.cpp	-	mame4all	1000 Miglia: Great 1000 Miles Rally (Taiwan 94/07/18)
lsasquad	OK	37.6	taito/lsasquad.cpp	-	mame4all	Land Sea Air Squad / Riku Kai Kuu Saizensen
metlclsh	OK	37.6	dataeast/metlclsh.cpp	-	-	Metal Clash (Japan)
cutefght	OK	37.5	misc/dreamwld.cpp	-	-	Cute Fighter
mastboy	OK	37.5	gaelco/mastboy.cpp	-	-	Master Boy (Spain, set 1, checksum E49B)
baryon	OK	37.4	misc/dreamwld.cpp	-	-	Baryon - Future Assault (set 1)
starshp1	OK	37.4	atari/starshp1.cpp	-	-	Starship 1
tonton	OK	37.4	success/tonton.cpp	-	-	Waku Waku Doubutsu Land TonTon (Japan)
benberob	OK	37.3	taito/halleys.cpp	-	-	Ben Bero Beh (Japan)
cocoloco	OK	37.3	misc/cocoloco.cpp	-	-	Coco Loco (set 1)
theboat	OK	37.3	misc/tvg01.cpp	-	-	The Boat
mslider	OK	37.2	seta/ssv.cpp	-	-	Monster Slider (Japan)
rbislande	OK	37.2	taito/rbisland.cpp	-	mame4all	Rainbow Islands - Extra Version
big10	OK	37.1	success/big10.cpp	-	-	Big 10 (1985, Success)
rolcrush	OK	37.1	misc/dreamwld.cpp	-	-	Rolling Crush (version 1.07.E - 1999/02/11, Trust license)
slimekun	OK	37.1	konami/konmedal.cpp	-	-	Slime Kun
toypop	OK	37.1	namco/toypop.cpp	-	mame4all	Toypop
wwfwfest	OK	37.1	technos/ddragon3.cpp	-	mame4all	WWF WrestleFest (World)
exzisus	OK	37.0	taito/exzisus.cpp	-	-	Exzisus (Japan, dedicated)
gtmr2	OK	37.0	kaneko/kaneko16.cpp	-	mame4all	Mille Miglia 2: Great 1000 Miles Rally (95/05/24)
moomesa	OK	37.0	konami/moo.cpp	-	-	Wild West C.O.W.-Boys of Moo Mesa (ver EAB)
dynduke	OK	36.9	seibu/dynduke.cpp	-	mame4all	Dynamite Duke (Europe, 03SEP89)
ffight2b	OK	36.9	nintendo/snesb.cpp	-	-	Final Fight 2 (SNES bootleg)
earthjkr	OK	36.8	taito/asuka.cpp	-	-	U.N. Defense Force: Earth Joker (US / Japan, set 1)
grmatch	OK	36.8	itech/itech8.cpp	-	-	Grudge Match (Yankee Game Technology)
leds2011	OK	36.8	capcom/lastduel.cpp	-	mame4all	Led Storm Rally 2011 (World)
mcatadv	OK	36.8	misc/mcatadv.cpp	-	-	Magical Cat Adventure
gotcha	OK	36.7	misc/gotcha.cpp	-	-	Got-cha Mini Game Festival
hitice	OK	36.7	taito/taito_b.cpp	-	mame4all	Hit the Ice (US)
cardline	OK	36.6	misc/cardline.cpp	-	-	Card Line
kncljoe	OK	36.6	seibu/kncljoe.cpp	-	mame4all	Knuckle Joe (set 1)
acrobatm	OK	36.4	nmk/nmk16.cpp	-	mame4all	Acrobat Mission
endrichs	OK	36.4	seta/seta2.cpp	-	-	Endless Riches (Ver 1.21)
galgame3	OK	36.4	ces/galgames.cpp	-	-	Galaxy Games + StarPak 3 cartridge
tetriskr	OK	36.4	pc/tetriskr.cpp	-	-	Tetris (Korean bootleg of Mirrorsoft PC-XT Tetris)
uballoon	OK	36.4	suna/suna16.cpp	-	-	Ultra Balloon
madalien	OK	36.3	dataeast/madalien.cpp	-	-	Mad Alien (set 1)
reelquak	OK	36.3	seta/seta2.cpp	-	-	Reel'N Quake! (Version 1.05)
speedbal	OK	36.3	tecfri/speedbal.cpp	-	mame4all	Speed Ball (set 1)
tsupenta	OK	36.3	konami/konmedal.cpp	-	-	Tsurikko Penta
ultraman	OK	36.3	konami/ultraman.cpp	-	mame4all	Ultraman (Japan)
waijockey	OK	36.3	konami/quickpick5.cpp	-	-	Wai Wai Jockey
amerdart	OK	36.2	misc/coolpool.cpp	-	-	Ameri Darts (set 1)
fantland	OK	36.2	edevices/fantland.cpp	-	-	Fantasy Land (set 1)
meijinsn	OK	36.2	alpha/meijinsn.cpp	-	-	Meijinsen (set 1)
ngalsumr	OK	36.1	nichibutsu/nightgal.cpp	-	-	Night Gal Summer (Japan 850702 NGS 0-01)
tharrier	OK	36.1	nmk/nmk16.cpp	-	mame4all	Task Force Harrier
circus	OK	36.0	exidy/circus.cpp	-	mame4all	Circus / Acrobat TV
gaialast	OK	36.0	misc/dreamwld.cpp	-	-	Gaia - The Last Choice of Earth
othunder	OK	36.0	taito/othunder.cpp	-	-	Operation Thunderbolt (World, rev 1)
sunaq	OK	36.0	suna/suna16.cpp	-	-	SunA Quiz 6000 Academy (940620-6)
bonzeadv	OK	35.9	taito/asuka.cpp	-	-	Bonze Adventure (World, rev 1)
dreamwld	OK	35.9	misc/dreamwld.cpp	-	-	Dream World
mustang	OK	35.9	nmk/nmk16.cpp	-	mame4all	US AAF Mustang (25th May. 1990)
spec2k	OK	35.9	nmk/nmk16.cpp	-	mame4all	Spectrum 2000 (vertical, Korea)
bwings	OK	35.8	dataeast/bwing.cpp	-	-	B-Wings (Japan new Ver.)
spacewin	OK	35.8	playmark/sderby.cpp	-	-	Scacco Matto / Space Win
copsnrob	OK	35.7	atari/copsnrob.cpp	-	mame4all	Cops'n Robbers
crshrace	OK	35.7	vsystem/crshrace.cpp	-	-	Lethal Crash Race / Bakuretsu Crash Race (set 1)
djboy	OK	35.6	kaneko/djboy.cpp	-	-	DJ Boy (World)
orbit	OK	35.6	atari/orbit.cpp	-	-	Orbit
zaviga	OK	35.6	dataeast/bwing.cpp	-	-	Zaviga
bonkadv	OK	35.5	kaneko/kaneko16.cpp	-	mame4all	B.C. Kid (Europe) / Bonk's Adventure: Arcade Version (US, China, Korea) / Kyukyoku!! PC Genjin: Special Arcade Version (Japan)
lemmings	OK	35.5	dataeast/lemmings.cpp	-	-	Lemmings (US prototype)
lhb	OK	35.5	igs/igs011.cpp	-	-	Long Hu Bang (China, V035C)
madgear	OK	35.5	capcom/lastduel.cpp	-	mame4all	Mad Gear (US)
montecar	OK	35.5	atari/firetrk.cpp	-	mame4all	Monte Carlo
mrflea	OK	35.5	pacific/mrflea.cpp	-	-	The Amazing Adventures of Mr. F. Lea
sqix	OK	35.5	taito/superqix.cpp	-	-	Super Qix (World/Japan, V1.2)
buttobi	OK	35.4	konami/konmedal.cpp	-	-	Buttobi Striker
chance32	OK	35.4	misc/chance32.cpp	-	-	Chance Thirty Two
greatgun	OK	35.4	stern/mazerbla.cpp	-	-	Great Guns
mrsdyna	OK	35.4	universal/sraider.cpp	-	-	Mrs. Dynamite
rollerg	OK	35.4	konami/rollerg.cpp	-	mame4all	Rollergames (US)
maletmad	OK	35.2	misc/tickee.cpp	-	-	Mallet Madness (v2.1)
rabiolep	OK	35.2	vsystem/rpunch.cpp	-	mame4all	Rabio Lepus (Japan)
pzlbowl	OK	35.1	seta/seta2.cpp	-	-	Puzzle De Bowling (Japan)
setaroul	OK	35.1	seta/seta.cpp	-	mame4all	The Roulette (Visco)
tsururin	OK	35.1	konami/konmedal.cpp	-	-	Tsururin Kun
wyvernf0	OK	35.1	taito/wyvernf0.cpp	-	-	Wyvern F-0 (Rev 1)
argus	OK	35.0	jaleco/argus.cpp	-	mame4all	Argus
laststar	OK	35.0	atari/atarisy4.cpp	-	-	The Last Starfighter (prototype)
f1gpstar	OK	34.9	jaleco/cischeat.cpp	-	mame4all	Grand Prix Star (ver 4.0)
lkage	OK	34.9	taito/lkage.cpp	-	mame4all	The Legend of Kage (rev 2)
sranger	OK	34.9	suna/suna8.cpp	-	mame4all	Super Ranger (v2.0)
tdragon	OK	34.9	nmk/nmk16.cpp	-	mame4all	Thunder Dragon (8th Jan. 1992, unprotected)
bsuprem	OK	34.8	misc/babysuprem.cpp	-	-	Baby Suprem
hexion	OK	34.8	konami/hexion.cpp	-	-	Hexion (Japan ver JAB)
kurikint	OK	34.8	taito/taito_l.cpp	-	mame4all	Kuri Kinton (World)
pollux	OK	34.8	dooyong/dooyong.cpp	-	-	Pollux (set 1)
route16	OK	34.8	sunelectronics/route16.cpp	-	mame4all	Route 16 (Sun Electronics, set 1)
tbowl	OK	34.8	tecmo/tbowl.cpp	-	-	Tecmo Bowl (World, set 1)
wingforc	OK	34.8	kaneko/kaneko16.cpp	-	mame4all	Wing Force (Japan, prototype)
hvyunit	OK	34.7	kaneko/hvyunit.cpp	-	-	Heavy Unit (World)
nost	OK	34.7	misc/mcatadv.cpp	-	-	Nostradamus
firetrk	OK	34.5	atari/firetrk.cpp	-	mame4all	Fire Truck / Smokey Joe (PROM version)
galmedes	OK	34.5	taito/asuka.cpp	-	-	Galmedes (Japan)
volfied	OK	34.5	taito/volfied.cpp	-	-	Volfied (World, rev 1)
mtlchamp	OK	34.4	konami/mystwarr.cpp	-	-	Martial Champion (ver EAB)
agress	OK	34.3	technos/blockout.cpp	-	mame4all	Agress - Missile Daisenryaku (Japan)
bngotime	OK	34.3	alpha/equites.cpp	-	-	Bingo Time
dodgem	OK	34.3	zaccaria/zac1b1120.cpp	-	-	Dodgem
rbisland	OK	34.3	taito/rbisland.cpp	-	mame4all	Rainbow Islands (rev 1)
ppj	OK	34.2	success/kurukuru.cpp	-	-	Pyon Pyon Jump (V1.40, Japan)
tomagic	OK	34.2	nmk/nmk16.cpp	-	mame4all	Tom Tom Magic
mystwarr	OK	34.1	konami/mystwarr.cpp	-	-	Mystic Warriors (ver EAA)
dangerex	OK	34.0	atari/atarig42.cpp	-	-	Danger Express (prototype)
motofren	OK	34.0	atari/atarigx2.cpp	-	-	Moto Frenzy
dquizgo	OK	33.9	dataeast/tumbleb.cpp	-	-	Date Quiz Go Go (Korea)
halleysc	OK	33.9	taito/halleys.cpp	-	-	Halley's Comet (US)
blandia	OK	33.8	seta/seta.cpp	-	mame4all	Blandia
chokchok	OK	33.8	dataeast/tumbleb.cpp	-	-	Choky! Choky!
cpoker2	OK	33.8	igs/igs017.cpp	-	-	Champion Poker 2 (V100A)
kurukuru	OK	33.8	success/kurukuru.cpp	-	-	Kuru Kuru Pyon Pyon (Japan)
gulfstrm	OK	33.7	dooyong/dooyong.cpp	-	-	Gulf Storm (set 1)
bestbest	OK	33.6	suna/suna16.cpp	-	-	Best Of Best
hotchase	OK	33.6	konami/wecleman.cpp	-	mame4all	Hot Chase (set 1)
sabotenb	OK	33.5	nmk/nmk16.cpp	-	mame4all	Saboten Bombers (set 1)
blktch2	OK	33.4	sunelectronics/shanghai.cpp	-	mame4all	Black Touch II (Korea)
plygonet	OK	33.4	konami/plygonet.cpp	-	-	Polygonet Commanders (ver UAA)
rushbets	OK	33.3	nintendo/snesb.cpp	-	-	Rushing Beat Shura (SNES bootleg)
4in1	OK	33.2	galaxian/galaxold.cpp	-	mame4all	4 Fun in 1
